,components
2016-02-22 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'NCLH', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'ENDP', 'SNDK', 'KLAC']"
2015-12-21 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'INCY', 'FOX', 'ALXN', 'BMRN', 'CTXS', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'VEON', 'WYNN']"
2015-12-15 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'INCY', 'FOX', 'ALXN', 'BMRN', 'CTXS', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'VEON', 'WYNN']"
2015-11-11 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'INCY', 'FOX', 'ALXN', 'BMRN', 'CTXS', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'VEON', 'WYNN', 'BRCM']"
2015-10-07 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'FOX', 'ALXN', 'BMRN', 'CTXS', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'VEON', 'WYNN', 'BRCM', 'ALTR']"
2015-08-03 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'FOX', 'ALXN', 'BMRN', 'CTXS', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'VEON', 'WYNN', 'BRCM', 'ALTR']"
2015-07-31 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'FOX', 'ALXN', 'BMRN', 'CTXS', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'VEON', 'WYNN', 'BRCM', 'ALTR']"
2015-07-29 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'FOX', 'ALXN', 'BMRN', 'CTXS', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'VEON', 'WYNN', 'BRCM', 'ALTR', 'CTRX']"
2015-07-27 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'FOX', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'VEON', 'WYNN', 'BRCM', 'ALTR', 'CTRX']"
2015-07-24 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'FOX', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'VEON', 'WYNN', 'BRCM', 'ALTR', 'CTRX']"
2015-07-01 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'FOX', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'VEON', 'WYNN', 'BRCM', 'ALTR', 'CTRX']"
2015-03-23 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'FOX', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'VEON', 'WYNN', 'BRCM', 'ALTR', 'CTRX', 'EQIX']"
2014-12-22 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'VEON', 'WYNN', 'BRCM', 'ALTR', 'CTRX', 'EQIX', 'EXPE', 'FFIV', 'MXIM']"
2014-11-06 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'VEON', 'WYNN', 'BRCM', 'ALTR', 'CTRX', 'EQIX', 'EXPE', 'FFIV', 'MXIM']"
2014-04-03 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'VEON', 'WYNN', 'BRCM', 'ALTR', 'CTRX', 'EQIX', 'EXPE', 'FFIV', 'MXIM']"
2013-12-23 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'KHC', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'VIAB', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'SBAC', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'VEON', 'WYNN', 'BRCM', 'ALTR', 'CTRX', 'EQIX', 'EXPE', 'FFIV', 'MXIM', 'FOSL', 'MCHP', 'NUAN', 'SHLD', 'XRAY']"
2013-11-18 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'KHC', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'VIAB', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'SBAC', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'VEON', 'WYNN', 'BRCM', 'ALTR', 'CTRX', 'EQIX', 'EXPE', 'FFIV', 'MXIM', 'FOSL', 'MCHP', 'NUAN', 'SHLD', 'XRAY', 'GOLD']"
2013-10-29 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'KHC', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'VIAB', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'SBAC', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'GMCR', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'CTRX', 'EQIX', 'EXPE', 'FFIV', 'MXIM', 'FOSL', 'MCHP', 'NUAN', 'SHLD', 'XRAY', 'GOLD', 'DELL']"
2013-08-22 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'KHC', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'VIAB', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'SBAC', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'CTRX', 'EQIX', 'EXPE', 'FFIV', 'MXIM', 'FOSL', 'MCHP', 'NUAN', 'SHLD', 'XRAY', 'GOLD', 'DELL', 'LIFE']"
2013-07-25 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'KHC', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'VIAB', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'SBAC', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'CTRX', 'EQIX', 'EXPE', 'FFIV', 'MXIM', 'FOSL', 'MCHP', 'NUAN', 'SHLD', 'XRAY', 'GOLD', 'DELL', 'LIFE', 'BMC']"
